original english sentences,deepl sentences,google sentences
" it seems to me now almost incredibly wonderful that, with that swift fate hanging over us, men could go about their petty concerns as they did"," Il me semble aujourd'hui presque incroyablement merveilleux que, avec ce destin rapide qui nous pendait au nez, les hommes aient pu s'occuper de leurs petites préoccupations comme ils l'ont fait","il me semble maintenant presque incroyablement merveilleux que, avec ce destin rapide qui pèse sur nous, les hommes puissent vaquer à leurs petites préoccupations comme ils l'ont fait."
 i remember how jubilant markham was at securing a new photograph of the planet for the illustrated paper he edited in those days, Je me souviens de la jubilation de Markham à obtenir une nouvelle photographie de la planète pour le journal illustré qu'il éditait à l'époque.,Je me souviens à quel point Markham jubilait à l'idée d'obtenir une nouvelle photographie de la planète pour le journal illustré qu'il éditait à l'époque.
 people in these latter times scarcely realise the abundance and enterprise of our nineteenth-century papers, Les gens d'aujourd'hui ne se rendent guère compte de l'abondance et de l'esprit d'entreprise de nos journaux du dix-neuvième siècle.,les gens de ces dernières années réalisent à peine l’abondance et l’entreprise de nos journaux du XIXe siècle.
" for my own part, i was much occupied in learning to ride the bicycle, and busy upon a series of papers discussing the probable developments of moral ideas as civilisation progressed"," Pour ma part, j'ai été très occupé par l'apprentissage de la bicyclette et par une série d'articles traitant de l'évolution probable des idées morales au fur et à mesure des progrès de la civilisation.","pour ma part, j'étais très occupé à apprendre à faire du vélo et à rédiger une série d'articles traitant de l'évolution probable des idées morales à mesure que la civilisation progressait."
"  one night (the first missile then could scarcely have been 10,000,000 miles away) i went for a walk with my wife","  une nuit (le premier missile pouvait difficilement se trouver à 10 000 000 de kilomètres), je suis allé me promener avec ma femme","une nuit (le premier missile ne pouvait alors guère se trouver à 16 000 000 de kilomètres), je suis allé me ​​promener avec ma femme"
" it was starlight and i explained the signs of the zodiac to her, and pointed out mars, a bright dot of light creeping zenithward, towards which so many telescopes were pointed"," C'était la lumière des étoiles et je lui ai expliqué les signes du zodiaque et lui ai montré Mars, un point lumineux qui se déplaçait vers le zénith et vers lequel tant de télescopes étaient pointés.","c'était la lumière des étoiles et je lui ai expliqué les signes du zodiaque et lui ai montré Mars, un point de lumière brillant rampant vers le zénith, vers lequel tant de télescopes étaient pointés."
 it was a warm night, c'était une nuit chaude,c'était une nuit chaude
" coming home, a party of excursionists from chertsey or isleworth passed us singing and playing music"," en rentrant a la maison, un groupe d'excursionnistes de chertsey ou d'isleworth nous a passe en chantant et en jouant de la musique","En rentrant à la maison, un groupe d'excursionnistes de Chertsey ou d'Isleworth nous a croisé en chantant et en jouant de la musique."
 there were lights in the upper windows of the houses as the people went to bed, il y avait des lumières aux fenêtres supérieures des maisons lorsque les gens allaient se coucher,il y avait des lumières aux fenêtres supérieures des maisons pendant que les gens se couchaient
" from the railway station in the distance came the sound of shunting trains, ringing and rumbling, softened almost into melody by the distance"," de la gare au loin, on entendait le bruit des trains en marche, sonnant et grondant, adouci presque en mélodie par la distance","de la gare au loin arrivait le bruit des trains de manœuvre, sonnant et grondant, adouci presque en mélodie par la distance."
" my wife pointed out to me the brightness of the red, green, and yellow signal lights hanging in a framework against the sky"," ma femme m'a fait remarquer la luminosité des feux de signalisation rouges, verts et jaunes suspendus dans un cadre contre le ciel","ma femme m'a fait remarquer la luminosité des feux de signalisation rouges, verts et jaunes suspendus dans un cadre contre le ciel"
 it seemed so safe and tranquil, il semblait si sûr et si tranquille,ça semblait si sûr et tranquille
     ii,     ii,ii
 the falling star, l'étoile filante,l'étoile filante
   then came the night of the first falling star,   puis vint la nuit de la première étoile filante,puis vint la nuit de la première étoile filante
" it was seen early in the morning, rushing over winchester eastward, a line of flame high in the atmosphere"," il a été vu tôt le matin, survolant winchester en direction de l'est, une ligne de flammes haute dans l'atmosphère","il a été vu tôt le matin, se précipitant au-dessus de Winchester vers l'est, une ligne de flammes haut dans l'atmosphère"
" hundreds must have seen it, and taken it for an ordinary falling star", Des centaines de personnes ont dû la voir et la prendre pour une étoile filante ordinaire,des centaines de personnes ont dû le voir et l'ont pris pour une étoile filante ordinaire
 albin described it as leaving a greenish streak behind it that glowed for some seconds, albin l'a décrite comme laissant derrière elle une traînée verdâtre qui a brillé pendant quelques secondes.,Albin l'a décrit comme laissant derrière lui une traînée verdâtre qui brillait pendant quelques secondes
" denning, our greatest authority on meteorites, stated that the height of its first appearance was about ninety or one hundred miles"," denning, notre plus grande autorité en matière de météorites, a déclaré que la hauteur de sa première apparition était d'environ quatre-vingt-dix ou cent miles","Denning, notre plus grande autorité en matière de météorites, a déclaré que la hauteur de sa première apparition était d'environ quatre-vingt-dix ou cent milles."
 it seemed to him that it fell to earth about one hundred miles east of him, il lui a semblé qu'elle était tombée à terre à une centaine de milles à l'est de lui,il lui sembla qu'il tombait sur terre à environ cent milles à l'est de lui
"  i was at home at that hour and writing in my study; and although my french windows face towards ottershaw and the blind was up (for i loved in those days to look up at the night sky), i saw nothing of it","  j'etais a la maison a cette heure-la et j'ecrivais dans mon bureau ; et bien que mes fenetres donnent sur ottershaw et que le store soit leve (car j'aimais a l'epoque regarder le ciel nocturne), je n'ai rien vu de tout cela","j'étais chez moi à cette heure-là et j'écrivais dans mon bureau ; et bien que mes portes-fenêtres donnent sur Ottershaw et que le store soit levé (car j'adorais à l'époque regarder le ciel nocturne), je n'en ai rien vu"
